#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:19:12 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML,like Gecko) Chrome/105.0.0.0 Safari/537.36,,,,,,,,,,,
# Design number was non-random = 11,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,0,0,consent,NULL,PennController,0,_Trial_,Start,1664554676609,NULL
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,0,0,consent,NULL,Button,agree,Click,Click,1664554679602,NULL
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,0,0,consent,NULL,PennController,0,_Trial_,End,1664554679606,NULL
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,1,0,instructions,NULL,PennController,1,_Trial_,Start,1664554679609,NULL
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,1,0,instructions,NULL,Var,ID,Final,60ff6789f2c59752d68e53b9,1664554689344,Value at the end of the trial
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,1,0,instructions,NULL,PennController,1,_Trial_,End,1664554689344,NULL
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,Start,1664554689345,NULL
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,Var,race_1,Final,ethnicity,1664554752753,Value at the end of the trial
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,Var,race_2,Final,origin,1664554752753,Value at the end of the trial
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,Var,race_3,Final,culture,1664554752753,Value at the end of the trial
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,Var,race_4,Final,identity,1664554752753,Value at the end of the trial
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,Var,race_5,Final,skintone,1664554752753,Value at the end of the trial
1664554752,4eb04c888fd464521defa12fd6aea3a5,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,End,1664554752753,NULL
#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:23:59 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (iPad; CPU OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML,like Gecko) GSA/231.0.475926209 Mobile/15E148 Safari/604.1,,,,,,,,,,,
# Design number was non-random = 12,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,0,0,consent,NULL,PennController,0,_Trial_,Start,1664554978880,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,0,0,consent,NULL,Button,agree,Click,Click,1664554982419,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,0,0,consent,NULL,PennController,0,_Trial_,End,1664554982427,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,1,0,instructions,NULL,PennController,1,_Trial_,Start,1664554982435,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,1,0,instructions,NULL,PennController,1,_Trial_,End,1664554989900,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,1,0,instructions,NULL,Var,ID,Final,607c4ce73743ee10f2b169c7,1664554989900,Value at the end of the trial
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,Start,1664554989903,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,End,1664555039572,NULL
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,Var,race_5,Final,Eye shape and color,1664555039572,Value at the end of the trial
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,Var,race_4,Final,Hair color,1664555039572,Value at the end of the trial
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,Var,race_3,Final,Hair texture,1664555039572,Value at the end of the trial
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,Var,race_2,Final,Skin color,1664555039572,Value at the end of the trial
1664555039,7f39d3a459b46a00308e82321d8d23df,PennController,2,0,race-trial,NULL,Var,race_1,Final,Facial shape,1664555039572,Value at the end of the trial
#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:24:30 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML,like Gecko) Chrome/105.0.0.0 Safari/537.36,,,,,,,,,,,
# Design number was non-random = 12,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1664555070,37db697c72f0924055857df702d3e4a2,PennController,0,0,consent,NULL,PennController,0,_Trial_,Start,1664555027564,NULL
1664555070,37db697c72f0924055857df702d3e4a2,PennController,0,0,consent,NULL,Button,agree,Click,Click,1664555033399,NULL
1664555070,37db697c72f0924055857df702d3e4a2,PennController,0,0,consent,NULL,PennController,0,_Trial_,End,1664555033401,NULL
1664555070,37db697c72f0924055857df702d3e4a2,PennController,1,0,instructions,NULL,PennController,1,_Trial_,Start,1664555033405,NULL
1664555070,37db697c72f0924055857df702d3e4a2,PennController,1,0,instructions,NULL,Var,ID,Final,580c7b88357e890001dd139b,1664555044160,Value at the end of the trial
1664555070,37db697c72f0924055857df702d3e4a2,PennController,1,0,instructions,NULL,PennController,1,_Trial_,End,1664555044160,NULL
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,Start,1664555044161,NULL
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,Var,race_1,Final,ethics,1664555070652,Value at the end of the trial
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,Var,race_2,Final,experience,1664555070652,Value at the end of the trial
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,Var,race_3,Final,perspective,1664555070652,Value at the end of the trial
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,Var,race_4,Final,quality,1664555070652,Value at the end of the trial
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,Var,race_5,Final,love,1664555070652,Value at the end of the trial
1664555070,37db697c72f0924055857df702d3e4a2,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,End,1664555070652,NULL
#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:27:28 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Linux; Android 9; LG-H932) AppleWebKit/537.36 (KHTML,like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36,,,,,,,,,,,
# Design number was non-random = 14,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
