#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:36:35 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.53,,,,,,,,,,,
# Design number was non-random = 10,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,0,0,consent,NULL,PennController,0,_Trial_,Start,1664555716648,NULL
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,0,0,consent,NULL,Button,agree,Click,Click,1664555727190,NULL
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,0,0,consent,NULL,PennController,0,_Trial_,End,1664555727192,NULL
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,1,0,instructions,NULL,PennController,1,_Trial_,Start,1664555727197,NULL
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,1,0,instructions,NULL,Var,ID,Final,5ea5d79c37cb2805c2e6f08e,1664555747374,Value at the end of the trial
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,1,0,instructions,NULL,PennController,1,_Trial_,End,1664555747374,NULL
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,Start,1664555747376,NULL
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,Var,race_1,Final,Farbe,1664555795686,Value at the end of the trial
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,Var,race_2,Final,Harre,1664555795686,Value at the end of the trial
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,Var,race_3,Final,Kultur,1664555795686,Value at the end of the trial
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,Var,race_4,Final,imigration,1664555795686,Value at the end of the trial
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,Var,race_5,Final,rassismus,1664555795686,Value at the end of the trial
1664555795,81a3fa0de51f77ced7f898fc4f4230ac,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,End,1664555795686,NULL
#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:53:59 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML,like Gecko) Version/16.0 Mobile/15E148 Safari/604.1,,,,,,,,,,,
# Design number was non-random = 11,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,
# 13. Comments.,,,,,,,,,,,,
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,0,0,consent,NULL,PennController,0,_Trial_,Start,1664556740225,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,0,0,consent,NULL,Button,agree,Click,Click,1664556777220,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,0,0,consent,NULL,PennController,0,_Trial_,End,1664556777226,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,1,0,instructions,NULL,PennController,1,_Trial_,Start,1664556777231,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,1,0,instructions,NULL,PennController,1,_Trial_,End,1664556787638,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,1,0,instructions,NULL,Var,ID,Final,https://farm.pcibex.net/p/oRkTAZ,1664556787638,Value at the end of the trial
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,Start,1664556787641,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,Var,race_4,Final,Gesundheit,1664556839694,Value at the end of the trial
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,Var,race_3,Final,Hautfarbe,1664556839694,Value at the end of the trial
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,Var,race_2,Final,Religion,1664556839694,Value at the end of the trial
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,Var,race_1,Final,Nationalität,1664556839694,Value at the end of the trial
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,PennController,2,_Trial_,End,1664556839695,NULL
1664556839,8d634b5bbac85c30f420f88107bef368,PennController,2,0,race-trial,NULL,Var,race_5,Final,Arbeit,1664556839695,Value at the end of the trial
#,,,,,,,,,,,,
# Results on Fri,30 Sep 2022 16:56:22 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML,like Gecko) FxiOS/104.2  Mobile/15E148 Safari/605.1.15,,,,,,,,,,,
# Design number was non-random = 11,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
